,gradient descent...?,10,0

What are the four components of an ML algorithm?,Activity type,Q&A
,Total responses,33
,Unique participants,23
,Responses,Upvotes,Downvotes
,minimizing cost functions,0,0
,"data, cost, model, optimizer",1,0
,"data, cost function, loss, model",2,0
,loss (objective) functions,1,0
,optimizer,0,0
,"data set, , cost func, opt, model",2,0
,model,1,0
,loss function,0,0
,layers (combined into network),0,0
,optimixation,0,0
,"Data, Model, Cost Function, Optimization Function",6,0
,"Dataset, cost function, optimizer, model",1,0
,"Dataset, cost function, optimization procedure, and model",3,0
,loss function,0,0
,"Data, model, cost function, optimization algorithm",2,0
,"1. loss function, 2. optimizer, 3. model, 4. data",2,0
,Loss function,0,0
,data,1,0
,model,0,0
,input data,0,0
,"data, data, data, data",2,0
,(1) dataset (2) cost function (3) model (4) optimization algorithm,13,0
,data,0,0
,"1. data
2. model
3. cost function
4. optimization algorithm",14,0
,cost function,3,0
,"data
model
cost function
optimization algorithm",1,0
,"dataset, cost function, optimization procedure, model",8,0
,cost function,1,0
,"data, optimization, cost , performance",9,0
,Modeling,1,0
,1) Data,4,0
,"data, loss function, optimization, model",47,0
,optimization algorithm,6,0

What are three ways unsupervised learning seeks to improve data representation?,Activity type,Q&A
,Total responses,29
,Unique participants,18
,Responses,Upvotes,Downvotes
,density estimation,0,0
,Can you explain what these are please?,0,0
,dimension reduction,0,0
,clustering,1,0
,dimension reduction,0,0
,dimension reduction,0,0
,simplification of dimension,0,0
,reduce dimensionality (compression),0,0
,lower dimensional representation,0,0
,"sparse, lower, reduction",1,0
,dimensionality reduction,2,0
,independent representations,1,0
,Dimension reduction,0,0
,clustering,0,0
,sparse representation,1,0
,independent,0,0
,Independent,0,0
,learns to sample from the distribution,3,0
,lower dimensional representation,3,0
,sparse,0,0
,clustering,5,0
,independent,0,0
,dimensionality reduction,4,0
,Simplification through lower dimensionality,44,0
,orthogonal,0,0
,Dimension reduction,7,0
,independent,47,0
,sparse,35,0
,low-dimensional,38,0

The most appropriate definition of <em>cross-entropy</em> is,Activity type,Multiple choice
,Total responses,68
,Unique participants,68
,Response options,Count,Percent,Correctness
,any loss involving the negative log likelihood of the empirical data distribution,44,64.71,Correct
,negative log-likelihood of a Bernoulli or softmax distribution,7,10.29,Incorrect
,the Kullback-Leibler divergence $$KL[p_{data}|| p_{model}]$$,10,14.71,Incorrect
,"Maximum likelihood estimation: $$argmax_\theta \sum_i \log p_{model}(\mathbf{x_i},\theta)$$",7,10.29,Incorrect

"$$KL[\hat p_{data}|| p_{model}], \; \prod_i p_{model}(\mathbf{x_i},\theta), \;$$ and cross-entropy",Activity type,Multiple choice
,Total responses,67
,Unique participants,67
,Response options,Count,Percent,Correctness
,address different classes of problems,8,11.94,Incorrect
,refer to the same objective function,19,28.36,Incorrect
,have equivalent optimization solutions,40,59.7,Correct

Bayesian estimation tends to generalize better than MLE because,Activity type,Multiple choice
,Total responses,68
,Unique participants,68
,Response options,Count,Percent,Correctness
,it averages over all possible models based on their uncertainty,15,22.06,Correct
,MLE estimates tend to suffer from statistical efficiency problems,0,0.0,Incorrect
,consistency is more challenging in MLE relative to Bayesian analysis,2,2.94,Incorrect
,the prior provides regularization which helps improve generalization,51,75.0,Incorrect

Which of following can provide regularization?,Activity type,Multiple choice
,Total responses,179
,Unique participants,68
,Response options,Count,Percent,Correctness
,$$\log p(\mathbf{x}|\theta)+\log p(\theta)$$,52,29.05,Correct
,$$\sum_i(\mathbf{w}^T\mathbf{x}_i-y_i)^2+\lambda \mathbf{w}^T\mathbf{w}$$,64,35.75,Correct
,$$||\mathbf{X}\mathbf{w}-\mathbf{y}||^2_2+\lambda ||\mathbf{w}||^2_2$$,63,35.2,Correct

"A ""flat"" or ""wide"" prior",Activity type,Multiple choice
,Total responses,68
,Unique participants,68
,Response options,Count,Percent,Correctness
,has high entropy,40,58.82,Correct
,has low entropy,1,1.47,Incorrect
,expresses no preference about parameters,27,39.71,Incorrect

The estimation target in Bayesian statistics is,Activity type,Multiple choice
,Total responses,152
,Unique participants,68
,Response options,Count,Percent,Correctness
,better than an MLE estimate,21,13.82,Incorrect
,more subjective than MLE estimation,38,25.0,Incorrect
,a probability distribution,65,42.76,Correct
,a point estimate,10,6.58,Incorrect
,biased in it's expected value if the alternative MLE estimator is unbiased,18,11.84,Incorrect

Which concluding statement is false? Bayesian analysis,Activity type,Multiple choice
,Total responses,109
,Unique participants,68
,Response options,Count,Percent,Correctness
,allows information outside of the data to be included into the analysis,16,14.68,Incorrect
,provides a mechanism to construct parameter regularization strategies,21,19.27,Incorrect
,generally attempts to remove bias from the parameter estimation process,53,48.62,Correct
,uses probability as a language to make belief statements about parameters,19,17.43,Incorrect

Which concluding statement is false?  Logistic and Linear Regression,Activity type,Multiple choice
,Total responses,0
,Unique participants,0
,Response options,Count,Percent
,are both based on probability models,0,0
,can both be optimized analytically,0,0
,make their predictions using linear models,0,0
,predict different kinds of response varaibles,0,0
