(c) is a symbolic representation of,Activity type,Multiple choice
,Total responses,68
,Unique participants,68
,Response options,Count,Percent,Correctness
,an affine function,0,0.0,Incorrect
,a common hidden layer,66,97.06,Correct
,a prediction and a penalty,2,2.94,Incorrect
,multiplication,0,0.0,Incorrect

(d) is a symbolic representation of,Activity type,Multiple choice
,Total responses,68
,Unique participants,68
,Response options,Count,Percent,Correctness
,an affine function,0,0.0,Incorrect
,a common hidden layer,1,1.47,Incorrect
,a prediction and a penalty,67,98.53,Correct
,multiplication,0,0.0,Incorrect

Select <em>ALL</em> that apply.  This is,Activity type,Multiple choice
,Total responses,172
,Unique participants,68
,Response options,Count,Percent,Correctness
,the graph created by Torch/Caffe for symbol-to-number differentiation,13,7.56,Incorrect
,the kind of symbolic representation graph constructed in Tensorflow/Theano,56,32.56,Correct
,The result of running a backprop algorithm,61,35.47,Correct
,a feed-forward network,42,24.42,Correct

The expressions are,Activity type,Multiple choice
,Total responses,68
,Unique participants,68
,Response options,Count,Percent,Correctness
,stochastic gradient descent,3,4.41,Incorrect
,the backdrop algorithm,3,4.41,Incorrect
,the chain rule,62,91.18,Correct

Which of the following makes the best argument for the activation functions in the graph?,Activity type,Multiple choice
,Total responses,68
,Unique participants,68
,Response options,Count,Percent,Correctness
,use sigmoid: it avoids catastrophic forgetting,5,7.35,Incorrect
,use softplus: its derivative is defined everywhere,8,11.76,Incorrect
,use ReLU: it does not saturate when activated,51,75.0,Correct
,"use tanh:  it's not immediately ""flat"" on the left like ReLU",4,5.88,Incorrect

The saturation/vanishing gradient issue,Activity type,Multiple choice
,Total responses,67
,Unique participants,67
,Response options,Count,Percent,Correctness
,"has thankfully been solved with output functions that  ""undo""  activation function saturation",19,28.36,Incorrect
,"can be mitigated by preferring activation functions incorporating ""flat"" regions",29,43.28,Incorrect
,is best addressed by reducing the number of parameters in a FF network,3,4.48,Incorrect
,makes (SGD) fitting of FF Networks and MLPs extremely challenging,16,23.88,Correct

The principle of maximum likelihood,Activity type,Multiple choice
,Total responses,68
,Unique participants,68
,Response options,Count,Percent,Correctness
,provides a guide for how to design a good cost function for nearly any kind of output layer,53,77.94,Correct
,is ultimately the reason why MSE or RSS don't saturate and are thus preferable cost functions,6,8.82,Incorrect
,should be avoided in favor of output function designs focussed on addressing gradient saturation,9,13.24,Incorrect

Which items below are most correctly ordered relative to: <br>(1) architecture <br>(2) activation <br>(3) output units,Activity type,Multiple choice
,Total responses,68
,Unique participants,68
,Response options,Count,Percent,Correctness
,(1) depth $$\quad$$(2) sigmoid $$\quad$$(3) maxout,26,38.24,Incorrect
,(1) parametric ReLU $$\quad$$(2) width $$\quad$$(3) affine function,1,1.47,Incorrect
,(1) saturation $$\quad$$(2) softplus $$\quad$$(3) vanishing gradient,0,0.0,Incorrect
,(1) hidden units $$\quad$$(2) Leaky ReLU $$\quad$$(3) softmax,41,60.29,Correct

"$$z_i - \log \sum_{j=1}^K  \exp(z_j)$$, for $$K\ge 2$$ is the $$\log$$ of what function?",Activity type,Multiple choice
,Total responses,67
,Unique participants,67
,Response options,Count,Percent,Correctness
,Maxout,6,8.96,Incorrect
,Softmax,49,73.13,Correct
,ReLU,4,5.97,Incorrect
,Affine,0,0.0,Incorrect
,Softplus,8,11.94,Incorrect

"$$\max(0,W^Tx+b)$$ is what function?",Activity type,Multiple choice
,Total responses,68
,Unique participants,68
,Response options,Count,Percent,Correctness
,Maxout,19,27.94,Incorrect
,Softmax,0,0.0,Incorrect
,ReLU,47,69.12,Correct
,Affine,0,0.0,Incorrect
,Softplus,2,2.94,Incorrect

"The cross-entropy of a $$logistic$$ $$regression$$ with linear form $$z$$, i.e., $$\sigma((2y-1)z)$$, can be written in terms of what function?",Activity type,Multiple choice
,Total responses,68
,Unique participants,68
,Response options,Count,Percent,Correctness
,Maxout,4,5.88,Incorrect
,Softmax,16,23.53,Incorrect
,ReLU,4,5.88,Incorrect
,Affine,10,14.71,Incorrect
,Softplus,34,50.0,Correct

What function is this?,Activity type,Multiple choice
,Total responses,66
,Unique participants,66
,Response options,Count,Percent,Correctness
,Maxout,55,83.33,Correct
,Softmax,2,3.03,Incorrect
,ReLU,4,6.06,Incorrect
,Affine,4,6.06,Incorrect
,Softplus,1,1.52,Incorrect
